"","age","workclass","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income_class"
"5299",33,"Private",9,"Married","Admin","Wife","White","Female",0,1740,25,"United-States","<=50K"
"5306",42,"Federal-Govt",14,"Not-Married","Admin","Not-in-family","White","Male",0,2001,60,"United-States","<=50K"
"5310",41,"Private",10,"Never-Married","Blue-Collar","Unmarried","White","Male",0,3004,60,"United-States",">50K"
"5356",35,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,2042,40,"United-States","<=50K"
"5394",29,"Other-Govt",11,"Never-Married","Other-Occupations","Not-in-family","White","Female",0,1590,64,"United-States","<=50K"
"5398",23,"Self-Employed",13,"Never-Married","Admin","Own-child","White","Male",0,2231,40,"United-States",">50K"
"5411",21,"Private",11,"Married","Admin","Other-relative","White","Female",0,1579,40,"United-States","<=50K"
"5418",67,"Private",10,"Married","Sales","Husband","White","Male",0,1844,70,"United-States","<=50K"
"5420",28,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1740,40,"United-States","<=50K"
"5426",34,"Private",13,"Married","White-Collar","Husband","White","Male",0,1977,45,"United-States",">50K"
"5593",30,"Self-Employed",10,"Never-Married","Sales","Other-relative","Asian","Male",0,2258,40,"Euro_2","<=50K"
"5603",59,"Private",13,"Married","Professional","Husband","White","Male",0,1902,43,"United-States",">50K"
"5659",38,"Private",12,"Married","White-Collar","Wife","White","Female",0,1902,40,"United-States",">50K"
"5662",19,"Private",4,"Never-Married","Blue-Collar","Own-child","White","Male",0,1602,32,"United-States","<=50K"
"5670",30,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1848,50,"United-States",">50K"
"5687",69,"Other-Govt",10,"Widowed","Admin","Not-in-family","White","Female",0,810,38,"United-States","<=50K"
"5714",38,"Self-Employed",15,"Never-Married","Professional","Not-in-family","White","Male",0,2824,45,"United-States",">50K"
"5765",54,"Private",16,"Married","Professional","Husband","White","Male",0,1977,50,"United-States",">50K"
"5778",26,"Private",10,"Married","Admin","Husband","White","Male",0,2051,40,"United-States","<=50K"
"5850",19,"Private",10,"Never-Married","Service","Own-child","White","Male",0,1602,24,"United-States","<=50K"
"5928",22,"Private",10,"Never-Married","Blue-Collar","Own-child","White","Male",0,1719,30,"United-States","<=50K"
"5947",34,"Other-Govt",10,"Married","Blue-Collar","Husband","White","Male",0,1740,40,"United-States","<=50K"
"5958",31,"Private",11,"Married","Blue-Collar","Husband","White","Male",0,1740,40,"United-States","<=50K"
"5966",42,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",0,1977,70,"United-States",">50K"
"5980",37,"Self-Employed",6,"Never-Married","Blue-Collar","Not-in-family","White","Male",0,2559,50,"United-States",">50K"
"6083",43,"Self-Employed",13,"Married","Professional","Wife","White","Female",0,1887,70,"United-States",">50K"
"6097",51,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
"6102",25,"Other-Govt",13,"Married","Professional","Husband","White","Male",0,1977,40,"United-States",">50K"
"6126",40,"Private",13,"Never-Married","Other-Occupations","Not-in-family","Asian","Female",0,2258,48,"SE-Asia","<=50K"
"6142",54,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,2051,50,"United-States","<=50K"
"6214",36,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",0,1902,60,"United-States",">50K"
"6218",55,"Self-Employed",9,"Married","White-Collar","Husband","White","Male",0,1977,45,"United-States",">50K"
"6221",55,"Private",10,"Married","White-Collar","Husband","White","Male",0,1902,40,"United-States",">50K"
"6237",32,"Private",13,"Married","White-Collar","Husband","White","Male",0,1887,55,"United-States",">50K"
"6279",52,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",0,2051,40,"United-States","<=50K"
"6290",34,"Self-Employed",9,"Married","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
"6304",51,"Private",10,"Married","Sales","Husband","White","Male",0,1902,50,"United-States",">50K"
"6305",58,"Other-Govt",14,"Married","Professional","Husband","White","Male",0,1977,50,"United-States",">50K"
"6338",46,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1902,70,"British-Commonwealth",">50K"
"6376",50,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",0,2051,20,"United-States","<=50K"
"6384",46,"Self-Employed",14,"Married","White-Collar","Husband","White","Male",0,2392,50,"United-States",">50K"
"6388",64,"Private",14,"Married","Professional","Husband","Asian","Male",0,2057,60,"China","<=50K"
"6419",20,"Private",7,"Married","Blue-Collar","Husband","White","Male",0,1573,40,"United-States","<=50K"
"6422",30,"Private",15,"Married","Professional","Husband","Black","Male",0,1740,40,"Latin-America","<=50K"
"6458",62,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1977,60,"United-States",">50K"
"6476",38,"Private",6,"Never-Married","Professional","Not-in-family","White","Male",0,2559,90,"United-States",">50K"
"6539",44,"Self-Employed",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,2205,35,"United-States","<=50K"
"6542",55,"Private",7,"Married","Service","Husband","Black","Male",0,1672,40,"United-States","<=50K"
"6565",21,"Private",9,"Never-Married","Service","Own-child","Black","Female",0,1504,30,"United-States","<=50K"
"6581",33,"Private",14,"Married","White-Collar","Husband","White","Male",0,1902,45,"Euro_1",">50K"
"6582",23,"Private",10,"Not-Married","Service","Not-in-family","White","Male",0,2559,40,"United-States",">50K"
"6589",25,"Private",10,"Never-Married","White-Collar","Other-relative","White","Female",0,1504,45,"United-States","<=50K"
"6638",46,"Federal-Govt",16,"Never-Married","Professional","Not-in-family","White","Female",0,1564,50,"United-States",">50K"
"6640",43,"Self-Employed",15,"Married","Professional","Husband","White","Male",0,1977,40,"United-States",">50K"
"6665",31,"Other-Govt",13,"Married","Professional","Wife","White","Female",0,1902,35,"United-States",">50K"
"6666",39,"Other-Govt",9,"Married","Other-Occupations","Husband","White","Male",0,1887,40,"United-States",">50K"
"6670",31,"Private",13,"Married","White-Collar","Wife","White","Female",0,1902,35,"United-States",">50K"
"6724",31,"Private",10,"Married","Admin","Husband","White","Male",0,2051,40,"United-States","<=50K"
"6731",39,"Other-Govt",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
"6740",39,"Private",14,"Never-Married","White-Collar","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
"6741",61,"Private",10,"Married","White-Collar","Husband","White","Male",0,1672,40,"United-States","<=50K"
"6761",41,"Private",4,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,1590,40,"United-States","<=50K"
"6770",33,"Other-Govt",13,"Married","Admin","Husband","White","Male",0,1848,45,"United-States",">50K"
"6805",59,"Self-Employed",9,"Married","White-Collar","Husband","White","Male",0,1902,52,"United-States",">50K"
"6909",35,"Private",10,"Never-Married","Admin","Own-child","White","Female",0,2205,40,"United-States","<=50K"
"6936",60,"Private",9,"Married","Sales","Husband","White","Male",0,1848,40,"United-States",">50K"
"6937",25,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",0,1590,60,"United-States","<=50K"
"6992",57,"Other-Govt",14,"Married","Professional","Wife","Black","Female",0,1977,40,"United-States",">50K"
"7020",47,"Other-Govt",12,"Married","Other-Occupations","Husband","White","Male",0,1740,40,"United-States","<=50K"
"7033",27,"Private",4,"Not-Married","Blue-Collar","Unmarried","White","Male",0,974,40,"United-States","<=50K"
"7036",51,"Private",13,"Never-Married","Sales","Not-in-family","White","Female",0,1564,43,"United-States",">50K"
"7048",59,"Self-Employed",6,"Widowed","White-Collar","Unmarried","White","Female",0,2559,50,"United-States",">50K"
"7086",55,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",0,2415,50,"United-States",">50K"
"7097",46,"Private",13,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,1590,40,"United-States","<=50K"
"7114",23,"Private",9,"Never-Married","Sales","Not-in-family","White","Male",0,1669,55,"United-States","<=50K"
"7130",36,"Other-Govt",13,"Not-Married","Professional","Not-in-family","White","Male",0,1876,44,"United-States","<=50K"
"7144",42,"Self-Employed",16,"Married","Professional","Husband","White","Male",0,1977,60,"United-States",">50K"
"7149",45,"Private",10,"Not-Married","White-Collar","Not-in-family","White","Male",0,1876,50,"United-States","<=50K"
"7178",38,"Private",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,2258,55,"United-States",">50K"
"7195",37,"Other-Govt",13,"Married","Professional","Husband","White","Male",0,1887,40,"United-States",">50K"
"7203",63,"Self-Employed",13,"Married","Professional","Husband","Asian","Male",0,1977,32,"China",">50K"
"7224",52,"Private",9,"Widowed","Sales","Unmarried","White","Female",0,1762,40,"United-States","<=50K"
"7239",29,"Private",13,"Never-Married","Professional","Not-in-family","Other","Female",0,1590,40,"United-States","<=50K"
"7292",25,"Private",9,"Never-Married","Blue-Collar","Own-child","White","Male",0,1602,40,"United-States","<=50K"
"7316",26,"Private",9,"Never-Married","Service","Other-relative","White","Female",0,1602,15,"Latin-America","<=50K"
"7363",34,"Private",10,"Married","White-Collar","Wife","White","Female",0,1887,40,"United-States",">50K"
"7372",47,"Self-Employed",15,"Married","Professional","Husband","White","Male",0,1977,50,"United-States",">50K"
"7394",48,"Private",12,"Married","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
"7424",37,"Private",13,"Married","White-Collar","Husband","White","Male",0,1977,50,"United-States",">50K"
"7433",46,"Private",10,"Married","Other-Occupations","Husband","White","Male",0,1887,45,"United-States",">50K"
"7453",53,"Private",11,"Married","White-Collar","Husband","White","Male",0,1485,40,"United-States","<=50K"
"7462",32,"Federal-Govt",13,"Married","Professional","Husband","Asian","Male",0,2002,40,"Other","<=50K"
"7470",21,"Private",10,"Never-Married","Professional","Own-child","Asian","Male",0,1974,40,"United-States","<=50K"
"7476",38,"Private",9,"Never-Married","Service","Unmarried","White","Male",0,1408,40,"United-States","<=50K"
"7500",37,"Private",10,"Married","Admin","Husband","Black","Male",0,1485,70,"United-States",">50K"
"7502",51,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",0,1672,70,"United-States","<=50K"
"7504",51,"Other-Govt",16,"Married","Professional","Husband","White","Male",0,1887,40,"United-States",">50K"
"7590",46,"Other-Govt",13,"Not-Married","Professional","Not-in-family","White","Female",0,1408,40,"United-States","<=50K"
"7594",60,"Other-Govt",13,"Not-Married","Professional","Not-in-family","White","Female",0,2339,40,"United-States","<=50K"
"7611",35,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1672,50,"United-States","<=50K"
"7639",31,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1848,40,"United-States",">50K"
"7644",65,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",0,2174,10,"United-States",">50K"
"7652",40,"Federal-Govt",10,"Married","Blue-Collar","Husband","White","Male",0,1579,40,"United-States","<=50K"
"7688",27,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
"7699",58,"Federal-Govt",10,"Married","Other-Occupations","Husband","Asian","Male",0,1485,40,"United-States",">50K"
"7757",31,"Private",7,"Not-Married","Blue-Collar","Other-relative","Black","Male",0,1721,40,"United-States","<=50K"
"7790",52,"Private",15,"Not-Married","White-Collar","Not-in-family","White","Male",0,2559,60,"United-States",">50K"
"7797",48,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1579,40,"United-States","<=50K"
"7814",47,"Private",7,"Married","Admin","Husband","White","Male",0,1485,58,"United-States","<=50K"
"7843",68,"Self-Employed",11,"Married","Professional","Husband","White","Male",0,2149,40,"United-States","<=50K"
"7868",29,"Private",9,"Married","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
"7871",33,"Private",13,"Married","White-Collar","Husband","White","Male",0,1902,45,"United-States",">50K"
"7895",26,"Private",1,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,1719,40,"Latin-America","<=50K"
"7966",35,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1740,40,"United-States","<=50K"
"7967",46,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1902,50,"United-States",">50K"
"7984",50,"Private",9,"Married","Other-Occupations","Husband","White","Male",0,1848,40,"United-States",">50K"
"7985",40,"Private",13,"Married","Sales","Husband","White","Male",0,1977,60,"United-States",">50K"
"8003",66,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",0,1825,40,"United-States",">50K"
"8037",53,"Private",13,"Married","White-Collar","Husband","Black","Male",0,1902,40,"United-States",">50K"
"8043",22,"Private",9,"Never-Married","Blue-Collar","Own-child","Black","Male",0,1602,30,"United-States","<=50K"
"8084",40,"Private",10,"Married","Service","Husband","White","Male",0,1485,40,"United-States","<=50K"
"8098",39,"Private",14,"Married","Professional","Wife","White","Female",0,1902,18,"United-States",">50K"
"8103",44,"Self-Employed",9,"Married","Professional","Husband","White","Male",0,1902,40,"United-States",">50K"
"8105",39,"Private",14,"Married","White-Collar","Wife","White","Female",0,2415,65,"United-States",">50K"
"8145",34,"Private",13,"Married","Professional","Wife","White","Female",0,1887,40,"United-States",">50K"
"8174",42,"Private",13,"Never-Married","Professional","Not-in-family","White","Female",0,1564,38,"United-States",">50K"
"8182",20,"Private",12,"Never-Married","Service","Own-child","White","Female",0,2205,18,"United-States","<=50K"
"8192",40,"Other-Govt",14,"Never-Married","Admin","Not-in-family","White","Female",0,1876,35,"United-States","<=50K"
"8212",73,"Private",2,"Married","Blue-Collar","Husband","White","Male",0,1735,20,"United-States","<=50K"
"8219",65,"Private",9,"Not-Married","Admin","Unmarried","White","Female",0,2206,59,"British-Commonwealth","<=50K"
"8257",50,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1887,35,"United-States",">50K"
"8270",62,"Other-Govt",13,"Married","Admin","Wife","White","Female",0,1258,38,"United-States","<=50K"
"8271",43,"Private",13,"Married","Professional","Husband","White","Male",0,1977,50,"United-States",">50K"
"8283",43,"Private",3,"Married","Blue-Collar","Wife","Asian","Female",0,2129,72,"Euro_2","<=50K"
"8290",42,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",0,2002,40,"United-States","<=50K"
"8322",51,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,2603,40,"United-States","<=50K"
"8328",43,"Other-Govt",15,"Married","Professional","Husband","White","Male",0,1977,70,"United-States",">50K"
"8374",45,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",0,1485,40,"United-States",">50K"
"8393",30,"Private",12,"Married","Blue-Collar","Wife","White","Female",0,1485,37,"United-States",">50K"
"8403",69,"Private",13,"Widowed","Professional","Not-in-family","White","Male",0,2282,40,"United-States",">50K"
"8408",31,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",0,1741,38,"United-States","<=50K"
"8451",52,"Private",9,"Never-Married","Professional","Unmarried","White","Female",0,323,40,"United-States","<=50K"
